City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
284,cabo san lucas,22.8909,-109.9124,304.05,81,100,6.69,MX,1696709806
285,vallenar,-28.5708,-70.7581,294.59,24,0,4.12,CL,1696709807
286,ixtapa,20.7,-105.2,304.72,62,75,4.12,MX,1696709807
287,uturoa,-16.7333,-151.4333,299.51,83,30,7.26,PF,1696709807
288,nagqu,31.5,92.0,276.19,38,100,1.18,CN,1696709808
289,aguililla,18.7333,-102.7333,299.77,72,100,0.75,MX,1696709666
290,tavda,58.0425,65.2726,282.42,95,65,2.68,RU,1696709809
291,thayetmyo,19.3167,95.1833,297.2,98,100,2.09,MM,1696709809
292,biryusinsk,55.9634,97.8235,279.55,86,96,0.68,RU,1696709810
293,lan krabue,16.6,99.8489,296.92,97,100,1.08,TH,1696709811
294,swakopmund,-22.6833,14.5333,287.03,84,27,0.45,NA,1696709811
295,mariestad,58.7097,13.8237,279.54,60,3,8.36,SE,1696709812
296,keflavik,64.0049,-22.5624,279.39,75,75,2.57,IS,1696709812
297,port elizabeth,-33.918,25.5701,288.31,83,100,2.06,ZA,1696709813
298,adamovka,51.5223,59.9396,283.14,90,100,4.92,RU,1696709813
299,namibe,-15.1961,12.1522,293.0,86,91,2.8,AO,1696709640
300,tomatlan,19.9333,-105.25,303.14,80,100,2.72,MX,1696709570
301,squamish,49.7014,-123.1512,299.29,43,11,1.03,CA,1696709815
302,ciudad lazaro cardenas,17.9583,-102.2,304.9,62,46,4.86,MX,1696709815
303,illizi,26.4833,8.4667,299.04,24,0,4.86,DZ,1696709816
304,susuman,62.7833,148.1667,265.92,90,16,1.34,RU,1696709816
305,khorixas,-20.3667,14.9667,295.83,26,11,5.27,NA,1696709816
306,vila franca do campo,37.7167,-25.4333,294.75,99,100,3.53,PT,1696709817
307,la ronge,55.1001,-105.2842,290.27,36,40,6.17,CA,1696709647
308,kill devil hills,36.0307,-75.676,291.47,87,100,5.66,US,1696709728
309,vanimo,-2.6741,141.3028,298.04,90,100,1.54,PG,1696709818
310,kolonia town,6.964,158.206,299.15,94,100,0.0,FM,1696709819
311,sudak,44.85,34.9667,287.92,63,98,4.24,UA,1696709819
312,montepuez,-13.1256,38.9997,295.72,73,2,4.37,MZ,1696709819
313,persembe,41.0656,37.7714,287.83,86,0,2.45,TR,1696709820
314,iquitos,-3.7481,-73.2472,307.17,59,40,4.12,PE,1696709671
315,saposoa,-6.934,-76.7716,308.16,39,92,1.64,PE,1696709821
316,fada,9.5667,8.3,294.39,78,64,0.62,NG,1696709821
317,hamilton,39.1834,-84.5333,290.48,44,75,6.69,US,1696709822
318,acarau,-2.8856,-40.12,301.2,73,74,8.47,BR,1696709823
319,sikasso,10.9167,-7.0,299.98,68,99,0.6,ML,1696709825
320,dosso,13.049,3.1937,304.52,40,9,4.13,NE,1696709825
321,uaua,-9.8414,-39.4817,305.81,31,90,8.73,BR,1696709826
322,rongelap,11.1635,166.8941,301.83,78,19,9.24,MH,1696709826
323,beau vallon,-20.4189,57.6953,296.28,68,40,3.09,MU,1696709827
324,lensk,60.7253,114.9278,277.99,86,47,4.02,RU,1696709663
325,badger,64.8,-147.5333,275.08,81,100,4.12,US,1696709828
326,fisterra,42.9049,-9.2629,293.57,62,0,3.4,ES,1696709829
327,felipe carrillo puerto,19.5833,-88.05,305.15,60,87,2.57,MX,1696709829
328,along,28.1667,94.7667,294.12,99,80,0.43,IN,1696709829
329,katsuura,35.1333,140.3,291.23,62,72,6.07,JP,1696709830
330,quinhamel,11.8833,-15.85,301.29,84,86,3.36,GW,1696709830
331,lata,40.1629,-8.3327,296.99,59,38,0.54,PT,1696709831
332,coahuayana de hidalgo,18.7,-103.6583,305.75,61,76,1.78,MX,1696709831
333,benguela,-12.5763,13.4055,295.72,89,68,1.59,AO,1696709832
334,newman,37.3138,-121.0208,307.75,16,0,0.95,US,1696709833
335,filipstad,59.7124,14.1683,277.3,58,0,5.84,SE,1696709833
336,malanje,-9.5402,16.341,292.98,89,100,2.97,AO,1696709833
337,lichinga,-13.3128,35.2406,295.2,56,0,2.06,MZ,1696709834
338,opuwo,-18.0607,13.84,296.24,32,21,3.63,NA,1696709834
339,mangai,-4.05,19.5333,295.62,93,86,0.87,CD,1696709835
340,sittwe,20.15,92.9,299.98,80,78,0.82,MM,1696709836
341,baidoa,3.1138,43.6498,297.04,81,85,5.41,SO,1696709836
342,tual,-5.6667,132.75,299.67,84,30,7.68,ID,1696709673
343,mumbwa,-14.9783,27.0619,300.67,26,46,3.9,ZM,1696709837
344,cova figueira,14.8905,-24.2934,298.33,76,100,2.43,CV,1696709838
345,birao,10.2849,22.7882,295.11,95,100,2.66,CF,1696709838
346,dembi dolo,8.5333,34.8,288.88,77,33,2.02,ET,1696709839
347,birobidzhan,48.8,132.95,279.72,63,99,1.98,RU,1696709839
348,khorugh,37.4897,71.553,284.93,57,3,0.93,TJ,1696709840
349,ghat,24.9647,10.1728,298.83,24,2,5.12,LY,1696709841
350,tanout,14.9709,8.8879,304.02,29,12,4.98,NE,1696709841
351,yaren,-0.5472,166.916,301.01,78,100,7.73,NR,1696709842
352,ukhta,63.5671,53.6835,280.13,93,100,2.68,RU,1696709842
353,bintulu,3.1667,113.0333,298.38,100,20,0.0,MY,1696709843
354,lamu,-2.2717,40.902,298.27,81,100,5.61,KE,1696709680
355,beyneu,45.3167,55.2,287.24,61,19,5.91,KZ,1696709844
356,salinopolis,-0.6136,-47.3561,301.55,75,0,6.32,BR,1696709844
357,cove,7.221,2.3402,297.18,89,79,1.37,BJ,1696709845
358,bani walid,31.7566,13.9942,294.14,62,2,4.17,LY,1696709845
359,peniche,39.3558,-9.3811,295.42,88,0,0.99,PT,1696709846
360,gbarnga,6.9956,-9.4722,295.84,98,100,0.96,LR,1696709846
361,argostolion,38.1811,20.489,295.19,47,20,2.57,GR,1696709847
362,alesund,62.4723,6.1549,281.35,77,40,3.09,NO,1696709682
363,tofol,5.3248,163.0078,301.0,73,100,0.72,FM,1696709650
364,sinabang,2.4803,96.3801,299.45,83,100,2.28,ID,1696709637
365,lauro de freitas,-12.8944,-38.3272,300.16,74,40,5.14,BR,1696709722
366,mananjary,-21.2167,48.3333,293.02,78,57,3.46,MG,1696709849
367,nizhnevartovsk,60.9344,76.5531,283.16,100,0,3.13,RU,1696709644
368,nadym,65.5333,72.5167,280.12,98,100,4.33,RU,1696709644
369,kuqa,41.7278,82.9364,291.79,27,94,1.42,CN,1696709851
370,northam,51.0333,-4.2167,290.16,80,100,2.32,GB,1696709852
371,graham,47.0529,-122.2943,300.27,51,0,1.79,US,1696709827
372,kilindoni,-7.9139,39.6668,298.79,74,19,6.27,TZ,1696709852
373,ketchikan,55.3422,-131.6461,291.14,72,75,5.14,US,1696709853
374,kalibo (poblacion),11.7061,122.3644,297.69,85,24,0.97,PH,1696709854
375,howard springs,-12.497,131.047,297.49,79,31,1.24,AU,1696709855
376,lagos,6.5833,3.75,297.09,89,100,0.8,NG,1696709856
377,corner brook,48.9667,-57.9484,296.24,75,80,1.1,CA,1696709788
378,vorgashor,67.5833,63.95,277.72,89,100,4.41,RU,1696709640
379,brak,27.5496,14.2714,297.91,31,0,5.98,LY,1696709857
380,banda aceh,5.5577,95.3222,299.46,85,100,1.12,ID,1696709858
381,vylkove,45.4021,29.586,290.77,45,59,4.82,UA,1696709859
382,nadi,-17.8,177.4167,296.15,64,40,2.57,FJ,1696709859
383,inari,68.906,27.0288,271.26,77,89,1.03,FI,1696709860
384,chengannur,9.3333,76.6333,297.48,89,98,0.59,IN,1696709860
385,xinyuan,37.3,99.0,272.62,36,100,0.86,CN,1696709860
386,bryne,58.7354,5.6477,281.8,75,0,6.17,NO,1696709861
387,lupane,-18.9315,27.807,296.71,28,13,1.98,ZW,1696709861
388,santa terezinha,-29.9002,-50.0904,291.29,96,100,4.13,BR,1696709862
389,sharjah,25.3573,55.4033,308.14,39,0,2.06,AE,1696709863
390,arkhangel'sk,64.5401,40.5433,274.33,84,100,3.67,RU,1696709863
391,benjamin constant,-4.3831,-70.0311,308.22,62,20,2.57,BR,1696709864
392,lompoc,34.6391,-120.4579,309.23,50,0,3.09,US,1696709632
393,brokopondo,4.75,-55.1667,307.82,43,4,0.25,SR,1696709865
394,colonia,50.9333,6.95,293.64,66,89,4.02,DE,1696709783
395,sompeta,18.9333,84.6,299.93,81,100,2.36,IN,1696709866
396,karratha,-20.7377,116.8463,299.61,45,0,3.15,AU,1696709866
397,westport,41.1415,-73.3579,293.2,89,100,8.23,US,1696709655
398,mengyin,35.7069,117.9264,287.29,63,68,1.09,CN,1696709867
399,annotto bay,18.2717,-76.7652,305.06,79,95,0.94,JM,1696709868
400,rehoboth,-23.3167,17.0833,297.25,15,18,6.67,NA,1696709869
401,tome acu,-2.4189,-48.1522,308.77,33,99,1.6,BR,1696709870
402,rabaul,-4.1967,152.1721,298.56,76,100,4.26,PG,1696709680
403,lubang,13.8584,120.124,301.38,74,93,0.87,PH,1696709871
404,myeik,12.4333,98.6,298.5,90,100,0.49,MM,1696709872
405,pasuquin,18.3328,120.6177,298.12,100,20,1.54,PH,1696709872
406,pimenta bueno,-11.6725,-61.1936,312.45,23,74,1.71,BR,1696709873
407,beira,-19.8436,34.8389,298.2,94,20,4.63,MZ,1696709873
408,kitimat,54.0524,-128.6534,284.36,57,100,1.12,CA,1696709874
409,haiku-pauwela,20.9219,-156.3051,301.16,58,20,10.29,US,1696709641
410,ndele,8.4109,20.6473,295.06,98,100,1.93,CF,1696709875
411,omagari,39.45,140.4833,283.09,92,89,0.8,JP,1696709876
412,sitia,35.2,26.0986,295.92,72,54,4.71,GR,1696709876
413,koh kong,11.6175,102.9806,299.29,86,100,1.16,KH,1696709877
414,llucmajor,39.4909,2.8911,295.73,91,20,2.57,ES,1696709808
415,hola,51.5377,23.1902,284.25,85,100,5.36,PL,1696709877
416,timbiqui,2.7717,-77.6654,299.4,92,100,2.89,CO,1696709878
417,valday,57.9747,33.2525,276.5,96,100,7.15,RU,1696709878
418,dawson creek,55.7666,-120.2362,295.95,33,0,0.0,CA,1696709879
419,duong dong,10.2167,103.9667,300.15,94,20,2.57,VN,1696709879
420,taroa,8.7058,171.2275,301.64,81,100,7.78,MH,1696709880
421,wheelersburg,38.7304,-82.8555,290.42,44,100,4.63,US,1696709880
422,kwadukuza,-29.3282,31.2895,294.09,76,98,8.97,ZA,1696709881
423,natal,-5.795,-35.2094,301.51,69,20,6.17,BR,1696709881
424,kismayo,-0.3582,42.5454,298.86,86,27,6.01,SO,1696709882
425,vorkuta,67.5,64.0,277.9,89,100,4.54,RU,1696709883
426,qarazhal,48.0078,70.7903,284.5,52,21,2.01,KZ,1696709884
427,manokwari,-0.8667,134.0833,299.01,78,84,1.85,ID,1696709884
428,tarauaca,-8.1614,-70.7656,311.35,30,96,1.88,BR,1696709885
429,kudahuvadhoo,2.6708,72.8944,300.54,80,74,3.69,MV,1696709680
430,hilvan,37.5869,38.9551,295.64,24,0,2.57,TR,1696709886
431,novyy oskol,50.7631,37.8691,286.26,78,100,10.87,RU,1696709886
432,jalai nur,49.45,117.7,280.67,67,100,3.39,CN,1696709887
433,aykhal,66.0,111.5,272.08,94,90,7.15,RU,1696709888
434,san antonio de pale,-1.4014,5.6325,298.95,80,89,3.84,GQ,1696709888
435,mumford,5.2618,-0.759,299.1,89,75,5.97,GH,1696709889
436,sarkand,45.41,79.9186,287.78,72,100,3.37,KZ,1696709889
437,cozumel,20.5083,-86.9458,303.68,91,75,3.58,MX,1696709890
438,richards bay,-28.783,32.0377,294.71,87,84,8.29,ZA,1696709890
439,bu'aale,1.0833,42.5833,298.52,75,80,3.62,SO,1696709891
440,lagunas,-5.2269,-75.6753,311.53,29,100,1.88,PE,1696709892
441,cantonment,31.5239,74.3764,299.21,73,0,0.0,PK,1696709892
442,morondava,-20.2833,44.2833,297.89,85,100,1.79,MG,1696709893
443,mongo,12.1844,18.693,302.29,51,98,1.28,TD,1696709893
444,inirida,3.8653,-67.9239,309.03,38,29,1.53,CO,1696709894
445,port moresby,-9.4431,147.1797,296.83,78,20,5.14,PG,1696709894
446,saint-pierre,-21.3393,55.4781,294.97,73,75,1.54,RE,1696709895
447,kayes,14.0,-11.0,300.77,62,100,1.41,ML,1696709896
448,kayangel,8.0823,134.7173,301.41,80,100,7.86,PW,1696709896
449,saudarkrokur,65.7461,-19.6394,275.09,74,55,6.97,IS,1696709897
450,el granada,37.5027,-122.4694,309.02,57,0,6.69,US,1696709675
451,strensall,54.04,-1.0351,290.93,90,100,2.54,GB,1696709898
452,parang,7.3704,124.2697,297.02,94,98,1.26,PH,1696709899
453,sassandra,4.95,-6.0833,297.21,95,65,2.38,CI,1696709899
454,selfoss,63.9331,-20.9971,277.06,87,67,0.37,IS,1696709670
455,sampit,-2.5333,112.95,297.04,97,17,1.0,ID,1696709900
456,butte,39.6499,-121.5677,304.47,33,0,2.57,US,1696709901
457,novaya igirma,57.1334,103.9112,279.87,95,100,1.43,RU,1696709901
458,bianzhuang,34.8486,118.0447,286.49,85,5,2.07,CN,1696709902
459,sayan,-11.1361,-77.1933,299.1,60,33,4.0,PE,1696709903
460,arkalyk,50.2486,66.9114,286.98,60,100,7.6,KZ,1696709903
461,puerto deseado,-47.7503,-65.8938,290.03,26,63,10.22,AR,1696709904
462,pangody,65.85,74.4859,279.45,97,100,5.59,RU,1696709904
463,tachov,49.7953,12.6337,288.81,59,100,6.8,CZ,1696709905
464,bantogon,6.5333,124.0333,299.11,84,100,1.86,PH,1696709905
465,owen sound,44.5672,-80.9435,286.36,84,92,2.24,CA,1696709906
466,mpraeso,6.5932,-0.7346,295.31,94,99,0.6,GH,1696709906
467,plettenberg bay,-34.0527,23.3716,287.2,84,100,2.58,ZA,1696709907
468,barra de santo antonio,-9.4047,-35.5072,299.75,82,100,4.07,BR,1696709907
469,srivardhan,18.0333,73.0167,298.81,91,74,3.06,IN,1696709908
470,rio grande,-32.035,-52.0986,294.21,73,19,5.18,BR,1696709673
471,ust-tsilma,65.441,52.1498,274.05,98,100,3.13,RU,1696709909
472,argo,37.6333,22.7333,291.36,63,0,1.31,GR,1696709910
473,ko pha ngan,9.7578,100.0291,298.16,79,100,2.97,TH,1696709910
474,turan,16.0678,108.2208,298.14,100,20,1.03,VN,1696709911
475,colares,38.7992,-9.4469,296.67,74,0,2.68,PT,1696709912
476,chanda,19.95,79.3,298.2,75,98,1.01,IN,1696709913
477,jinchang,38.4953,102.1739,283.97,41,1,1.6,CN,1696709913
478,ouargaye,11.5033,0.0572,299.24,72,100,4.57,BF,1696709914
479,christchurch,-43.5333,172.6333,281.11,93,100,1.03,NZ,1696709869
480,agios nikolaos,35.1914,25.7133,295.8,56,25,3.33,GR,1696709915
481,mahibadhoo,3.7833,72.9667,301.03,78,100,3.15,MV,1696709916
482,tanda,26.55,82.65,298.02,62,6,1.06,IN,1696709916
483,callao,-12.0667,-77.15,293.31,73,75,5.14,PE,1696709642
484,hastings,50.8552,0.5729,291.09,32,87,5.33,GB,1696709917
485,ludza,56.55,27.7167,278.48,63,84,9.24,LV,1696709918
486,n'zeto,-7.2312,12.8666,297.54,87,68,2.72,AO,1696709918
487,zouerate,22.7187,-12.4521,308.02,13,1,3.84,MR,1696709919
488,prabumulih,-3.45,104.25,295.19,89,100,1.45,ID,1696709920
489,konkwesso,10.8469,4.0984,299.43,72,95,0.95,NG,1696709920
490,noshiro,40.2039,140.0242,286.09,80,26,2.59,JP,1696709921
491,gulf breeze,30.3571,-87.1639,301.61,36,0,6.17,US,1696709921
492,chudey,48.0525,25.6221,290.81,48,94,10.37,UA,1696709922
493,ocean city,39.2776,-74.5746,292.05,71,92,4.47,US,1696709922
494,chita,52.0333,113.55,269.09,93,5,0.0,RU,1696709923
495,nova sintra,14.8667,-24.7167,297.66,77,100,2.78,CV,1696709642
496,lorengau,-2.0226,147.2712,301.06,76,100,5.8,PG,1696709924
497,achinsk,56.2694,90.4993,281.59,68,90,1.34,RU,1696709924
498,eynesil,41.0645,39.1438,290.5,79,0,2.6,TR,1696709925
499,brisas de zicatela,15.8369,-97.0419,305.44,48,75,2.57,MX,1696709926
500,oakdale,44.963,-92.9649,284.83,57,75,4.63,US,1696709818
501,bahia honda,22.9036,-83.1592,302.39,70,76,2.99,CU,1696709927
502,brookings,44.3114,-96.7984,288.34,45,0,4.12,US,1696709927
503,vengurla,15.8667,73.6333,298.05,94,47,2.22,IN,1696709928
504,revelstoke,50.9832,-118.2023,287.16,72,0,3.09,CA,1696709929
505,coquimbo,-29.9533,-71.3436,291.0,63,0,7.72,CL,1696709929
506,tangalle,6.024,80.7911,298.13,91,100,2.84,LK,1696709929
507,kruisfontein,-34.0033,24.7314,286.97,87,100,3.48,ZA,1696709930
508,sunne,59.8376,13.143,277.33,59,0,3.86,SE,1696709931
509,el jadid,33.2549,-8.506,296.43,76,11,4.56,MA,1696709931
510,polyarnyy,69.1989,33.4478,274.16,75,100,0.26,RU,1696709662
511,hsinchu,24.8036,120.9686,297.53,97,100,1.79,TW,1696709932
512,howrah,22.5892,88.3103,300.15,94,20,0.0,IN,1696709933
513,snowflake,34.5134,-110.0785,300.21,17,7,2.88,US,1696709934
514,barclayville,4.6797,-8.2339,297.54,94,100,2.31,LR,1696709934
515,timaru,-44.4,171.25,282.08,87,54,1.79,NZ,1696709935
516,guerrero negro,27.9769,-114.0611,302.19,44,9,4.73,MX,1696709935
517,new norfolk,-42.7826,147.0587,278.55,97,15,1.34,AU,1696709936
518,gamboma,-1.8764,15.8644,297.17,88,99,1.18,CG,1696709936
519,kone,-21.0595,164.8658,293.42,76,100,2.7,NC,1696709937
520,lautoka,-17.6167,177.4667,296.07,64,40,2.57,FJ,1696709937
521,ulsteinvik,62.3432,5.8487,281.9,79,97,4.47,NO,1696709938
522,paita,-5.0892,-81.1144,296.1,74,53,7.62,PE,1696709939
523,murzuq,25.9155,13.9184,297.18,31,26,4.83,LY,1696709939
524,diego de almagro,-26.3667,-70.05,295.06,21,0,4.44,CL,1696709940
525,qamdo,31.1667,97.2333,274.5,90,100,1.67,CN,1696709940
526,codrington,-38.2667,141.9667,279.72,83,93,1.82,AU,1696709941
527,myskhako,44.6714,37.7433,292.03,67,52,7.79,RU,1696709941
528,hotan,37.0997,79.9269,290.09,23,72,1.79,CN,1696709942
529,fortaleza,-3.7227,-38.5247,302.22,65,0,5.14,BR,1696709807
530,san francisco telixtlahuaca,17.3,-96.9,297.79,67,100,3.22,MX,1696709943
531,flin flon,54.7682,-101.865,287.06,54,0,4.63,CA,1696709944
532,ambikapur,23.1167,83.2,293.96,68,100,0.46,IN,1696709944
533,rasra,25.85,83.85,297.76,68,51,1.75,IN,1696709945
534,swift current,50.2834,-107.8014,293.6,37,0,6.17,CA,1696709945
535,skikda,36.8762,6.9092,294.17,79,3,1.53,DZ,1696709946
536,suntar,62.1444,117.6319,277.12,81,94,4.47,RU,1696709946
537,port isabel,26.0734,-97.2086,303.19,77,75,8.94,US,1696709947
538,brigantine,39.4101,-74.3646,292.07,72,100,7.2,US,1696709947
539,rapar,23.5667,70.6333,299.65,74,0,4.3,IN,1696709948
540,klaksvik,62.2266,-6.589,276.66,62,32,2.23,FO,1696709948
541,kasongo-lunda,-6.4667,16.8167,296.67,88,100,0.53,CD,1696709949
542,papa,47.33,17.4674,292.99,82,0,2.06,HU,1696709950
543,baissa,7.2333,10.6333,296.78,96,84,0.47,NG,1696709950
544,petrov val,50.1434,45.2096,282.32,64,100,10.56,RU,1696709951
545,nova vicosa,-17.8919,-39.3719,299.27,71,3,6.34,BR,1696709951
546,gargalianoi,37.0667,21.6333,292.79,68,1,2.91,GR,1696709952
547,sambava,-14.2667,50.1667,295.04,84,25,4.9,MG,1696709953
548,seaside,36.6111,-121.8516,309.66,46,0,2.57,US,1696709800
549,altai,46.3722,96.2583,276.01,36,100,1.72,MN,1696709953
550,shache,38.4167,77.2406,290.77,27,74,2.41,CN,1696709954
551,nong bua,15.8646,100.5858,297.34,95,100,0.49,TH,1696709954
552,strelka,58.0728,93.0344,282.08,94,100,0.68,RU,1696709955
553,marka,1.7159,44.7717,299.39,85,70,5.6,SO,1696709955
554,semirom,31.4167,51.5667,285.6,33,48,0.37,IR,1696709956
555,souillac,-20.5167,57.5167,296.36,68,40,3.09,MU,1696709956
556,happy valley-goose bay,53.3168,-60.3315,292.32,68,75,4.12,CA,1696709710
557,jinghong,21.991,100.7341,294.99,100,100,0.1,CN,1696709957
558,kichmengskiy gorodok,59.9816,45.7854,279.37,95,100,3.25,RU,1696709958
559,awjilah,29.1081,21.2869,298.04,43,100,3.55,LY,1696709959
560,devils lake,48.1128,-98.8651,288.21,44,75,5.66,US,1696709785
561,praya,14.9215,-23.5087,302.45,54,75,2.57,CV,1696709960
562,kooringal,-35.1428,147.3771,282.19,93,0,2.51,AU,1696709960
563,warmbad,-28.45,18.7333,290.77,51,8,5.68,NA,1696709961
564,yarega,63.4354,53.5765,279.75,93,100,2.09,RU,1696709961
565,mossel bay,-34.1831,22.146,287.11,71,100,3.59,ZA,1696709962
566,mossendjo,-2.9506,12.7261,295.8,90,36,1.21,CG,1696709962
567,muravlenko,63.7898,74.523,281.47,98,100,5.11,RU,1696709963
568,wenchang,30.904,118.4887,288.22,96,100,3.12,CN,1696709963
569,sao miguel do araguaia,-13.275,-50.1628,308.01,35,93,3.69,BR,1696709964
570,el calafate,-50.3408,-72.2768,278.19,85,65,6.28,AR,1696709964
571,lae,-6.7221,146.9847,295.96,85,100,2.39,PG,1696709965
572,kigonsera,-10.8,35.05,292.6,53,0,1.34,TZ,1696709965
573,daru,-9.0763,143.2092,297.87,79,100,7.66,PG,1696709966
